School_ID,NAME_OF_SCHOOL,"Elementary, Middle, or High School",Street_Address,City,State,ZIP_Code,Phone_Number,Network_Manager,Collaborative_Name,Adequate_Yearly_Progress_Made_,Track_Schedule,CPS_Performance_Policy_Status,CPS_Performance_Policy_Level,HEALTHY_SCHOOL_CERTIFIED,Safety_Icon,SAFETY_SCORE
609803,James G Blaine Elementary School,ES,1420 W Grace St,Chicago,IL,60613,(773) 534-5750,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99
609983,James Hedges Elementary School,ES,4747 S Winchester Ave,Chicago,IL,60609,(773) 535-7360,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Weak,22
610047,James Madison Elementary School,ES,7433 S Dorchester Ave,Chicago,IL,60619,(773) 535-0551,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,39
610074,James Monroe Elementary School,ES,3651 W Schubert Ave,Chicago,IL,60647,(773) 534-4155,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Average,45
610200,James N Thorp Elementary School,ES,8914 S Buffalo Ave,Chicago,IL,60617,(773) 535-6250,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,32
610107,James Otis Elementary School,ES,525 N Armour St,Chicago,IL,60622,(773) 534-7665,Fulton Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 1,No,Very Strong,83
609891,James R Doolittle Jr Elementary School,ES,535 E 35th St,Chicago,IL,60616,(773) 535-1040,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,30
610044,James Russell Lowell Elementary School,ES,3320 W Hirsch St,Chicago,IL,60651,(773) 534-4300,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,39
610174,James Shields Elementary School,ES,4250 S Rockwell St,Chicago,IL,60632,(773) 535-7285,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Weak,38
610213,James Wadsworth Elementary School,ES,6420 S University Ave,Chicago,IL,60637,(773) 535-0730,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,NDA,
610217,James Ward Elementary School,ES,2701 S Shields Ave,Chicago,IL,60616,(773) 534-9050,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Average,49
610274,James Weldon Johnson Elementary School,ES,1420 S Albany Ave,Chicago,IL,60623,(773) 534-1829,AUSL Schools,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Strong,67
609772,Jane Addams Elementary School,ES,10810 S Avenue H,Chicago,IL,60617,(773) 535-6210,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,56
610093,Jane A Neil Elementary School,ES,8555 S Michigan Ave,Chicago,IL,60619,(773) 535-3000,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,42
609796,Jean Baptiste Beaubien Elementary School,ES,5025 N Laramie Ave,Chicago,IL,60630,(773) 534-3500,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Strong,63
610031,Jean D Lafayette Elementary School,ES,2714 W Augusta Blvd,Chicago,IL,60622,(773) 534-4326,Fulton Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,44
610271,Jensen Elementary Scholastic Academy,ES,3030 W Harrison St,Chicago,IL,60612,(773) 534-6840,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,35
609932,Jesse Owens Elementary Community Academy,ES,12450 S State St,Chicago,IL,60628,(773) 535-5661,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,NDA,
610173,Jesse Sherwood Elementary School,ES,245 W 57th St,Chicago,IL,60621,(773) 535-0829,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,38
609942,Johann W von Goethe Elementary School,ES,2236 N Rockwell St,Chicago,IL,60647,(773) 534-4135,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,75
610216,John A Walsh Elementary School,ES,2015 S Peoria St,Chicago,IL,60608,(773) 534-7950,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,Yes,Strong,60
609789,John Barry Elementary School,ES,2828 N Kilbourn Ave,Chicago,IL,60641,(773) 534-3455,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Weak,35
609894,John B Drake Elementary School,ES,2722 S King Dr,Chicago,IL,60616,(773) 534-9129,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,59
610089,John B Murphy Elementary School,ES,3539 W Grace St,Chicago,IL,60618,(773) 534-5223,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Very Strong,80
610243,John Calhoun North Elementary School,ES,2833 W Adams St,Chicago,IL,60612,(773) 534-6940,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,Yes,Track_E,Not on Probation,Level 1,No,Average,52
609829,John C Burroughs Elementary School,ES,3542 S Washtenaw Ave,Chicago,IL,60632,(773) 535-7226,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,Yes,Average,50
609866,John C Coonley Elementary School,ES,4046 N Leavitt St,Chicago,IL,60618,(773) 534-5140,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,87
609893,John C Dore Elementary School,ES,6108 S Natoma Ave,Chicago,IL,60638,(773) 535-2080,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Strong,74
609959,John Charles Haines Elementary School,ES,247 W 23rd Pl,Chicago,IL,60616,(773) 534-9200,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Weak,32
610176,John D Shoop Math-Science Technical Academy Elementary School,ES,11140 S Bishop St,Chicago,IL,60643,(773) 535-2715,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,32
609898,John F Eberhart Elementary School,ES,3400 W 65th Pl,Chicago,IL,60629,(773) 535-9190,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,42
609919,John Fiske Elementary School,ES,6145 S Ingleside Ave,Chicago,IL,60637,(773) 535-0990,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Very Weak,13
609718,John F Kennedy High School,HS,6325 W 56th St,Chicago,IL,60638,(773) 535-2325,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,53
610263,John Foster Dulles Elementary School,ES,6311 S Calumet Ave,Chicago,IL,60637,(773) 535-0690,AUSL Schools,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Average,42
610228,John Greenleaf Whittier Elementary School,ES,1900 W 23rd St,Chicago,IL,60608,(773) 535-4590,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Strong,65
609694,John Hancock College Preparatory High School,HS,4034 W 56th St,Chicago,IL,60629,(773) 535-2410,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,51
609971,John Harvard Elementary School of Excellence,ES,7525 S Harvard,Chicago,IL,60620,(773) 535-3045,AUSL Schools,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Average,51
609975,John Hay Elementary Community Academy,ES,1018 N Laramie Ave,Chicago,IL,60651,(773) 534-6000,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Average,44
609964,John H Hamline Elementary School,ES,4747 S Bishop St,Chicago,IL,60609,(773) 535-4565,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Weak,33
610026,John H Kinzie Elementary School,ES,5625 S Mobile Ave,Chicago,IL,60638,(773) 535-2425,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,64
610207,John H Vanderpoel Elementary Magnet School,ES,9510 S Prospect Ave,Chicago,IL,60643,(773) 535-2690,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 2,No,Strong,74
609782,John J Audubon Elementary School,ES,3500 N Hoyne Ave,Chicago,IL,60618,(773) 534-5470,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,95
610126,John J Pershing Elementary Humanities Magnet,ES,3113 S Rhodes Ave,Chicago,IL,60616,(773) 534-9272,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,NDA,
610054,John L Marsh Elementary School,ES,9822 S Exchange Ave,Chicago,IL,60617,(773) 535-6430,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Strong,72
609723,John Marshall Metropolitan High School,HS,3250 W Adams St,Chicago,IL,60624,(773) 534-6455,West Side High School Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,51
609710,John M Harlan Community Academy High School,HS,9652 S Michigan Ave,Chicago,IL,60628,(773) 535-5400,Far South Side High School Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,NDA,
609954,John Milton Gregory Elementary School,ES,3715 W Polk St,Chicago,IL,60624,(773) 534-6820,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,Average,44
610180,John M Smyth Elementary School,ES,1059 W 13th St,Chicago,IL,60608,(773) 534-7180,Fulton Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,37
610199,Johnnie Colemon Elementary Academy,ES,1441 W 119th St,Chicago,IL,60643,(773) 535-3975,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Strong,60
610111,John Palmer Elementary School,ES,5051 N Kenneth Ave,Chicago,IL,60630,(773) 534-3704,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,75
609775,John P Altgeld Elementary School,ES,1340 W 71st St,Chicago,IL,60636,(773) 535-3250,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,48
610184,John Spry Elementary Community School,ES,2400 S Marshall Blvd,Chicago,IL,60623,(773) 534-1700,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Strong,66
610269,John T McCutcheon Elementary School,ES,4865 N Sheridan Rd,Chicago,IL,60640,(773) 534-2680,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,56
610130,John T Pirie Fine Arts & Academic Center Elementary School,ES,650 E 85th St,Chicago,IL,60619,(773) 535-3435,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Weak,26
609864,John W Cook Elementary School,ES,8150 S Bishop St,Chicago,IL,60620,(773) 535-3315,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,NDA,
609937,John W Garvy Elementary School,ES,5225 N Oak Park Ave,Chicago,IL,60656,(773) 534-1185,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,60
610225,John Whistler Elementary School,ES,11533 S Ada St,Chicago,IL,60643,(773) 535-5560,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,45
609828,Jonathan Burr Elementary School,ES,1621 W Wabansia Ave,Chicago,IL,60622,(773) 534-4090,Fulton Elementary Network,WEST SIDE COLLABORATIVE,Yes,Track_E,Not on Probation,Level 1,No,Strong,71
610159,Jonathan Y Scammon Elementary School,ES,4201 W Henderson St,Chicago,IL,60641,(773) 534-3475,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Average,44
609865,Jordan Elementary Community School,ES,7414 N Wolcott Ave,Chicago,IL,60626,(773) 534-2220,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,61
610313,Jose De Diego Elementary Community Academy,ES,1313 N Claremont Ave,Chicago,IL,60622,(773) 534-4451,Fulton Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,Yes,Average,57
609950,Josefa Ortiz De Dominguez Elementary School,ES,3000 S Lawndale Ave,Chicago,IL,60623,(773) 534-1600,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,NDA,NDA,No,NDA,
610242,Joseph Brennemann Elementary School,ES,4251 N Clarendon Ave,Chicago,IL,60613,(773) 534-5766,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Average,50
609938,Joseph E Gary Elementary School,ES,3740 W 31st St,Chicago,IL,60623,(773) 534-1455,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Weak,32
610041,Josephine C Locke Elementary School,ES,2828 N Oak Park Ave,Chicago,IL,60634,(773) 534-3300,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Average,57
610015,Joseph Jungman Elementary School,ES,1746 S Miller St,Chicago,IL,60608,(773) 534-7375,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Weak,36
609925,Joseph Kellman Corporate Community Elementary School,ES,751 S Sacramento Blvd,Chicago,IL,60612,(773) 534-6602,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Average,58
610043,Joseph Lovett Elementary School,ES,6333 W Bloomingdale Ave,Chicago,IL,60639,(773) 534-3130,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Average,43
610189,Joseph Stockton Elementary School,ES,4420 N Beacon St,Chicago,IL,60640,(773) 534-2450,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Weak,37
610218,Joseph Warren Elementary School,ES,9239 S Jeffery Ave,Chicago,IL,60617,(773) 535-6625,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Weak,33
610019,Joshua D Kershaw Elementary School,ES,6450 S Lowe Ave,Chicago,IL,60621,(773) 535-3050,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Strong,62
610129,Josiah Pickard Elementary School,ES,2301 W 21st Pl,Chicago,IL,60608,(773) 535-7280,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Average,50
610022,Joyce Kilmer Elementary School,ES,6700 N Greenview Ave,Chicago,IL,60626,(773) 534-2115,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,NDA,
610253,Julia C Lathrop Elementary School,ES,1440 S Christiana Ave,Chicago,IL,60623,(773) 534-1812,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Strong,67
610000,Julia Ward Howe Elementary School of Excellence,ES,720 N Lorel Ave,Chicago,IL,60644,(773) 534-6060,AUSL Schools,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 1,No,Strong,67
610280,Kate S Buckingham Special Education Center,ES,9207 S Phillips Ave,Chicago,IL,60617,(773) 535-6422,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,NDA,Standard,Not Applicable,Level 3,No,Weak,31
610016,Kate S Kellogg Elementary School,ES,9241 S Leavitt St,Chicago,IL,60620,(773) 535-2590,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 2,No,Strong,76
609716,Kelvyn Park High School,HS,4343 W Wrightwood Ave,Chicago,IL,60639,(773) 534-4200,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,32
609746,Kenwood Academy High School,HS,5015 S Blackstone Ave,Chicago,IL,60615,(773) 535-1350,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,63
609719,Lake View High School,HS,4015 N Ashland Ave,Chicago,IL,60613,(773) 534-5440,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,64
610368,Langston Hughes Elementary School,ES,240 W 104th St,Chicago,IL,60628,(773) 535-5075,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,28
610033,LaSalle Elementary Language Academy,ES,1734 N Orleans St,Chicago,IL,60614,(773) 534-8470,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99
610520,LaSalle II Magnet Elementary School,ES,1148 N Honore St,Chicago,IL,60622,(773) 534-0490,Fulton Elementary Network,WEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Strong,66
609910,Laughlin Falconer Elementary School,ES,3020 N Lamon Ave,Chicago,IL,60641,(773) 534-3560,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,54
610133,Laura S Ward Elementary School,ES,410 N Monticello Ave,Chicago,IL,60624,(773) 534-6440,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,NDA,
610034,Lawndale Elementary Community Academy,ES,3500 W Douglas Blvd,Chicago,IL,60623,(773) 534-1635,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,NDA,
610024,Lazaro Cardenas Elementary School,ES,2345 S Millard Ave,Chicago,IL,60623,(773) 534-1465,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,NDA,
609907,Leif Ericson Elementary Scholastic Academy,ES,3600 W 5th Ave,Chicago,IL,60624,(773) 534-6660,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Weak,33
610298,Lenart Elementary Regional Gifted Center,ES,8101 S LaSalle St,Chicago,IL,60620,(773) 535-0040,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Strong,79
610036,Leslie Lewis Elementary School,ES,1431 N Leamington Ave,Chicago,IL,60651,(773) 534-3060,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,21
609738,Lincoln Park High School,HS,2001 N Orchard St,Chicago,IL,60614,(773) 534-8130,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,65
609807,Lionel Hampton Fine & Performing Arts Elementary School,ES,3434 W 77th St,Chicago,IL,60652,(773) 535-4030,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Average,42
609834,Little Village Elementary School,ES,2620 S Lawndale Ave,Chicago,IL,60623,(773) 534-1880,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,Average,45
610325,Logandale Middle School,MS,3212 W George St,Chicago,IL,60618,(773) 534-5350,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,56
609809,Lorenz Brentano Math & Science Academy Elementary School,ES,2723 N Fairfield Ave,Chicago,IL,60647,(773) 534-4100,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,57
609773,Louis A Agassiz Elementary School,ES,2851 N Seminary Ave,Chicago,IL,60657,(773) 534-5725,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Average,53
609774,Louisa May Alcott Elementary School,ES,2625 N Orchard St,Chicago,IL,60614,(773) 534-5460,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,NDA,
610156,Louis Armstrong Math & Science Elementary School,ES,5345 W Congress Pkwy,Chicago,IL,60644,(773) 534-6365,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,42
610094,Louis Nettelhorst Elementary School,ES,3252 N Broadway St,Chicago,IL,60657,(773) 534-5810,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Average,58
610117,Louis Pasteur Elementary School,ES,5825 S Kostner Ave,Chicago,IL,60629,(773) 535-2270,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Average,50
610237,Ludwig Van Beethoven Elementary School,ES,25 W 47th St,Chicago,IL,60609,(773) 535-1480,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,40
610108,Luke O'Toole Elementary School,ES,6550 S Seeley Ave,Chicago,IL,60636,(773) 535-9040,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Very Weak,5
609818,Luther Burbank Elementary School,ES,2035 N Mobile Ave,Chicago,IL,60639,(773) 534-3000,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Weak,37
609817,Lyman A Budlong Elementary School,ES,2701 W Foster Ave,Chicago,IL,60625,(773) 534-2591,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,59
610205,Lyman Trumbull Elementary School,ES,5200 N Ashland Ave,Chicago,IL,60640,(773) 534-2430,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,56
610369,Mahalia Jackson Elementary School,ES,917 W 88th St,Chicago,IL,60620,(773) 535-3341,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,38
610197,Mancel Talcott Elementary School,ES,1840 W Ohio St,Chicago,IL,60622,(773) 534-7130,Fulton Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,63
609722,Manley Career Academy High School,HS,2935 W Polk St,Chicago,IL,60612,(773) 534-6900,West Side High School Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,41
609872,Manuel Perez Elementary School,ES,1241 W 19th St,Chicago,IL,60608,(773) 534-7650,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,Yes,Average,45
610128,Marcus Moziah Garvey Elementary School,ES,10309 S Morgan St,Chicago,IL,60643,(773) 535-2763,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Average,50
610544,Mariano Azuela Elementary School,ES,4707 W Marquette Rd,Chicago,IL,60629,(773) 535-7395,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Not Enough Data,No,Average,54
610017,Maria Saucedo Elementary Scholastic Academy,ES,2850 W 24th Blvd,Chicago,IL,60623,(773) 534-1770,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,60
609756,Marie Sklodowska Curie Metropolitan High School,HS,4959 S Archer Ave,Chicago,IL,60632,(773) 535-2100,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,43
610502,Marine Military Math and Science Academy,HS,145 S Campbell Ave,Chicago,IL,60612,(773) 534-7818,West Side High School Network,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,41
610081,Mark Sheridan Elementary Math & Science Academy,ES,533 W 27th St,Chicago,IL,60616,(773) 534-9120,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Strong,74
610177,Mark Skinner Elementary School,ES,1260 W Adams St,Chicago,IL,60607,(773) 534-7790,Fulton Elementary Network,WEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,87
610206,Mark Twain Elementary School,ES,5134 S Lotus Ave,Chicago,IL,60638,(773) 535-2290,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,67
610053,Marquette Elementary School,ES,6550 S Richmond St,Chicago,IL,60629,(773) 535-9260,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Very Weak,15
610152,Martha Ruggles Elementary School,ES,7831 S Prairie Ave,Chicago,IL,60619,(773) 535-3085,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Average,43
610154,Martin A Ryerson Elementary School,ES,646 N Lawndale Ave,Chicago,IL,60624,(773) 534-6700,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,Average,40
610539,Marvin Camras Elementary School,ES,3000 N Mango Ave,Chicago,IL,60634,(773) 534-2960,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Not Enough Data,No,Average,54
610355,Mary E Courtenay Elementary Language Arts Center,ES,1726 W Berteau Ave,Chicago,IL,60613,(773) 534-5790,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 2,No,Very Strong,99
610312,Mary E McDowell Elementary School,ES,1419 E 89th St,Chicago,IL,60619,(773) 535-6404,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,NDA,
610127,Mary Gage Peterson Elementary School,ES,5510 N Christiana Ave,Chicago,IL,60625,(773) 534-5070,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,62
